No.,Card No,Employee ID,User name,Date,Time,Terminal,IN/OUT,Door
374,Card,0273,Name,2022-09-04,09:19:07,Terminal,In/Out,Door
375,Card,0327,Name,2022-09-04,09:19:12,Terminal,In/Out,Door
376,Card,0143,Name,2022-09-04,09:23:07,Terminal,In/Out,Door
377,Card,0348,Name,2022-09-04,09:25:10,Terminal,In/Out,Door
378,Card,0244,Name,2022-09-04,09:31:02,Terminal,In/Out,Door
379,Card,0244,Name,2022-09-04,09:40:51,Terminal,In/Out,Door
380,Card,0021,Name,2022-09-04,09:41:10,Terminal,In/Out,Door
381,Card,0363,Name,2022-09-04,09:41:46,Terminal,In/Out,Door
382,Card,0327,Name,2022-09-04,09:41:47,Terminal,In/Out,Door
383,Card,0327,Name,2022-09-04,09:41:50,Terminal,In/Out,Door
384,Card,0114,Name,2022-09-04,09:58:17,Terminal,In/Out,Door
385,Card,0242,Name,2022-09-04,10:00:11,Terminal,In/Out,Door
386,Card,0114,Name,2022-09-04,10:00:38,Terminal,In/Out,Door
387,Card,0244,Name,2022-09-04,10:01:17,Terminal,In/Out,Door
388,Card,0021,Name,2022-09-04,10:04:42,Terminal,In/Out,Door
389,Card,0259,Name,2022-09-04,10:08:36,Terminal,In/Out,Door
390,Card,0244,Name,2022-09-04,10:09:41,Terminal,In/Out,Door
391,Card,0259,Name,2022-09-04,10:11:20,Terminal,In/Out,Door
392,Card,0259,Name,2022-09-04,10:11:55,Terminal,In/Out,Door
393,Card,0314,Name,2022-09-04,10:16:49,Terminal,In/Out,Door
394,Card,0259,Name,2022-09-04,10:18:37,Terminal,In/Out,Door
395,Card,0259,Name,2022-09-04,10:27:00,Terminal,In/Out,Door
396,Card,0038,Name,2022-09-04,10:36:54,Terminal,In/Out,Door
397,Card,0114,Name,2022-09-04,10:41:28,Terminal,In/Out,Door
398,Card,0259,Name,2022-09-04,10:43:22,Terminal,In/Out,Door
399,Card,0035,Name,2022-09-04,10:45:44,Terminal,In/Out,Door
400,Card,0314,Name,2022-09-04,10:53:21,Terminal,In/Out,Door
401,Card,0035,Name,2022-09-04,10:59:19,Terminal,In/Out,Door
402,Card,0304,Name,2022-09-04,11:03:53,Terminal,In/Out,Door
403,Card,0114,Name,2022-09-04,11:15:24,Terminal,In/Out,Door
404,Card,0304,Name,2022-09-04,11:18:14,Terminal,In/Out,Door
405,Card,0130,Name,2022-09-04,11:19:11,Terminal,In/Out,Door
406,Card,0165,Name,2022-09-04,11:21:44,Terminal,In/Out,Door
407,Card,0165,Name,2022-09-04,11:24:37,Terminal,In/Out,Door
408,Card,0259,Name,2022-09-04,11:31:35,Terminal,In/Out,Door
409,Card,0035,Name,2022-09-04,11:32:27,Terminal,In/Out,Door
410,Card,0165,Name,2022-09-04,11:42:01,Terminal,In/Out,Door
411,Card,0267,Name,2022-09-04,11:45:34,Terminal,In/Out,Door
412,Card,0259,Name,2022-09-04,11:47:58,Terminal,In/Out,Door
413,Card,0165,Name,2022-09-04,11:50:18,Terminal,In/Out,Door
414,Card,0267,Name,2022-09-04,11:53:25,Terminal,In/Out,Door
415,Card,0259,Name,2022-09-04,11:57:23,Terminal,In/Out,Door
416,Card,0259,Name,2022-09-04,11:58:44,Terminal,In/Out,Door
417,Card,0259,Name,2022-09-04,11:58:54,Terminal,In/Out,Door
418,Card,0259,Name,2022-09-04,12:02:40,Terminal,In/Out,Door
419,Card,0259,Name,2022-09-04,12:09:35,Terminal,In/Out,Door
420,Card,0081,Name,2022-09-04,12:13:17,Terminal,In/Out,Door
421,Card,0021,Name,2022-09-04,12:22:38,Terminal,In/Out,Door
422,Card,0114,Name,2022-09-04,12:30:03,Terminal,In/Out,Door
423,Card,0244,Name,2022-09-04,12:44:37,Terminal,In/Out,Door
424,Card,0242,Name,2022-09-04,12:51:10,Terminal,In/Out,Door
425,Card,0355,Name,2022-09-04,12:51:58,Terminal,In/Out,Door
426,Card,0349,Name,2022-09-04,12:55:02,Terminal,In/Out,Door
427,Card,0361,Name,2022-09-04,12:56:55,Terminal,In/Out,Door
428,Card,3022,Name,2022-09-04,12:57:56,Terminal,In/Out,Door
429,Card,3029,Name,2022-09-04,12:58:58,Terminal,In/Out,Door
430,Card,0346,Name,2022-09-04,13:00:18,Terminal,In/Out,Door
431,Card,0177,Name,2022-09-04,13:03:32,Terminal,In/Out,Door
432,Card,0352,Name,2022-09-04,13:04:58,Terminal,In/Out,Door
433,Card,0021,Name,2022-09-04,13:14:02,Terminal,In/Out,Door
434,Card,0022,Name,2022-09-04,13:14:40,Terminal,In/Out,Door
435,Card,0211,Name,2022-09-04,13:15:35,Terminal,In/Out,Door
436,Card,0340,Name,2022-09-04,13:17:18,Terminal,In/Out,Door
437,Card,0346,Name,2022-09-04,13:17:53,Terminal,In/Out,Door
438,Card,0324,Name,2022-09-04,13:18:46,Terminal,In/Out,Door
439,Card,0244,Name,2022-09-04,13:20:07,Terminal,In/Out,Door
440,Card,0304,Name,2022-09-04,13:20:29,Terminal,In/Out,Door
441,Card,0244,Name,2022-09-04,13:20:48,Terminal,In/Out,Door
442,Card,3022,Name,2022-09-04,13:22:00,Terminal,In/Out,Door
443,Card,0355,Name,2022-09-04,13:23:44,Terminal,In/Out,Door
444,Card,0354,Name,2022-09-04,13:24:25,Terminal,In/Out,Door
445,Card,0022,Name,2022-09-04,13:24:41,Terminal,In/Out,Door
446,Card,3006,Name,2022-09-04,13:25:09,Terminal,In/Out,Door
447,Card,0324,Name,2022-09-04,13:32:56,Terminal,In/Out,Door
448,Card,2103,Name,2022-09-04,13:32:57,Terminal,In/Out,Door
449,Card,0341,Name,2022-09-04,13:33:59,Terminal,In/Out,Door
450,Card,5047,Name,2022-09-04,13:42:25,Terminal,In/Out,Door
451,Card,5019,Name,2022-09-04,13:43:26,Terminal,In/Out,Door
452,Card,0335,Name,2022-09-04,13:43:50,Terminal,In/Out,Door
453,Card,0319,Name,2022-09-04,13:45:44,Terminal,In/Out,Door
454,Card,2103,Name,2022-09-04,13:48:50,Terminal,In/Out,Door
455,Card,0275,Name,2022-09-04,13:49:45,Terminal,In/Out,Door
456,Card,0362,Name,2022-09-04,13:50:29,Terminal,In/Out,Door
457,Card,0259,Name,2022-09-04,13:52:25,Terminal,In/Out,Door
458,Card,0259,Name,2022-09-04,13:54:48,Terminal,In/Out,Door
459,Card,0362,Name,2022-09-04,13:56:25,Terminal,In/Out,Door
460,Card,0335,Name,2022-09-04,13:57:48,Terminal,In/Out,Door
461,Card,0242,Name,2022-09-04,13:58:24,Terminal,In/Out,Door
462,Card,0299,Name,2022-09-04,13:59:59,Terminal,In/Out,Door
463,Card,0022,Name,2022-09-04,14:01:23,Terminal,In/Out,Door
464,Card,5047,Name,2022-09-04,14:02:23,Terminal,In/Out,Door
465,Card,4014,Name,2022-09-04,14:03:11,Terminal,In/Out,Door
466,Card,0275,Name,2022-09-04,14:06:09,Terminal,In/Out,Door
467,Card,2102,Name,2022-09-04,14:13:34,Terminal,In/Out,Door
468,Card,0122,Name,2022-09-04,14:15:27,Terminal,In/Out,Door
469,Card,0340,Name,2022-09-04,14:19:08,Terminal,In/Out,Door
470,Card,0340,Name,2022-09-04,14:19:11,Terminal,In/Out,Door
471,Card,0259,Name,2022-09-04,14:19:37,Terminal,In/Out,Door
472,Card,0340,Name,2022-09-04,14:28:27,Terminal,In/Out,Door
473,Card,0363,Name,2022-09-04,14:31:09,Terminal,In/Out,Door
474,Card,0236,Name,2022-09-04,14:46:49,Terminal,In/Out,Door
475,Card,0236,Name,2022-09-04,14:49:12,Terminal,In/Out,Door
476,Card,0333,Name,2022-09-04,14:51:58,Terminal,In/Out,Door
477,Card,0259,Name,2022-09-04,14:54:23,Terminal,In/Out,Door
478,Card,0311,Name,2022-09-04,14:56:17,Terminal,In/Out,Door
479,Card,0236,Name,2022-09-04,15:03:14,Terminal,In/Out,Door
480,Card,0273,Name,2022-09-04,15:13:34,Terminal,In/Out,Door
481,Card,0259,Name,2022-09-04,15:34:24,Terminal,In/Out,Door
482,Card,0242,Name,2022-09-04,15:36:32,Terminal,In/Out,Door
483,Card,0311,Name,2022-09-04,15:37:59,Terminal,In/Out,Door
484,Card,0259,Name,2022-09-04,15:38:17,Terminal,In/Out,Door
485,Card,0165,Name,2022-09-04,15:45:20,Terminal,In/Out,Door
486,Card,0114,Name,2022-09-04,15:50:29,Terminal,In/Out,Door
487,Card,0165,Name,2022-09-04,15:51:48,Terminal,In/Out,Door
488,Card,0259,Name,2022-09-04,15:55:13,Terminal,In/Out,Door
489,Card,0177,Name,2022-09-04,16:07:58,Terminal,In/Out,Door
490,Card,3006,Name,2022-09-04,16:18:21,Terminal,In/Out,Door
491,Card,3006,Name,2022-09-04,16:22:28,Terminal,In/Out,Door
492,Card,0114,Name,2022-09-04,16:29:07,Terminal,In/Out,Door
493,Card,0038,Name,2022-09-04,16:34:03,Terminal,In/Out,Door
494,Card,0177,Name,2022-09-04,16:35:23,Terminal,In/Out,Door
495,Card,0355,Name,2022-09-04,16:51:06,Terminal,In/Out,Door
496,Card,0114,Name,2022-09-04,16:54:10,Terminal,In/Out,Door
497,Card,0304,Name,2022-09-04,16:59:39,Terminal,In/Out,Door
498,Card,0355,Name,2022-09-04,17:02:04,Terminal,In/Out,Door
499,Card,0114,Name,2022-09-04,17:07:15,Terminal,In/Out,Door
500,Card,0244,Name,2022-09-04,17:07:51,Terminal,In/Out,Door
501,Card,0244,Name,2022-09-04,17:08:35,Terminal,In/Out,Door
502,Card,0340,Name,2022-09-04,17:18:10,Terminal,In/Out,Door
503,Card,0304,Name,2022-09-04,17:19:49,Terminal,In/Out,Door
504,Card,0340,Name,2022-09-04,17:26:58,Terminal,In/Out,Door
505,Card,0363,Name,2022-09-04,17:27:46,Terminal,In/Out,Door
506,Card,2101,Name,2022-09-04,17:30:39,Terminal,In/Out,Door
507,Card,2101,Name,2022-09-04,17:35:48,Terminal,In/Out,Door
508,Card,0304,Name,2022-09-04,17:47:02,Terminal,In/Out,Door
509,Card,0327,Name,2022-09-04,17:48:11,Terminal,In/Out,Door
510,Card,0259,Name,2022-09-04,17:48:40,Terminal,In/Out,Door
511,Card,0021,Name,2022-09-04,17:49:44,Terminal,In/Out,Door
512,Card,0259,Name,2022-09-04,17:51:20,Terminal,In/Out,Door
513,Card,0021,Name,2022-09-04,17:52:06,Terminal,In/Out,Door
514,Card,0259,Name,2022-09-04,17:52:49,Terminal,In/Out,Door
515,Card,0327,Name,2022-09-04,18:01:01,Terminal,In/Out,Door
516,Card,0109,Name,2022-09-04,18:06:16,Terminal,In/Out,Door
517,Card,0327,Name,2022-09-04,18:10:33,Terminal,In/Out,Door
518,Card,0242,Name,2022-09-04,18:10:46,Terminal,In/Out,Door
519,Card,0327,Name,2022-09-04,18:10:59,Terminal,In/Out,Door
520,Card,0311,Name,2022-09-04,18:11:36,Terminal,In/Out,Door
521,Card,0267,Name,2022-09-04,18:13:24,Terminal,In/Out,Door
522,Card,0311,Name,2022-09-04,18:15:21,Terminal,In/Out,Door
523,Card,2101,Name,2022-09-04,18:17:04,Terminal,In/Out,Door
524,Card,0273,Name,2022-09-04,18:17:11,Terminal,In/Out,Door
525,Card,0304,Name,2022-09-04,18:19:38,Terminal,In/Out,Door
526,Card,0245,Name,2022-09-04,18:30:37,Terminal,In/Out,Door
527,Card,0285,Name,2022-09-04,18:31:04,Terminal,In/Out,Door
